Type,Long,Lat,Neighborhood,Downtown,Suburbs,D or S
Medical Center,40.90400959,-73.96841526,Central Toronto,Yes,No,Downtown
Medical Center,40.73725205,-73.98161119,Central Toronto,Yes,No,Downtown
Medical Center,40.85550037,-73.84623528,Central Toronto,Yes,No,Downtown
Medical Center,40.88524423,-74.04301638,Central Toronto,Yes,No,Downtown
Medical Center,40.881471,-73.880922,Central Toronto,Yes,No,Downtown
Medical Center,40.58475655,-74.08510208,Downtown Toronto,Yes,No,Downtown
Medical Center,40.75122337,-73.71079445,Downtown Toronto,Yes,No,Downtown
Medical Center,40.71965463,-73.7267915,Downtown Toronto,Yes,No,Downtown
Medical Center,40.75122337,-73.71079445,Downtown Toronto,Yes,No,Downtown
Medical Center,40.7132407,-73.98709483,Downtown Toronto,Yes,No,Downtown
Medical Center,40.77846185,-73.96112694,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74740521,-74.0485471,Downtown Toronto,Yes,No,Downtown
Medical Center,40.700264,-73.831132,Downtown Toronto,Yes,No,Downtown
Medical Center,40.71571827,-73.998472,Downtown Toronto,Yes,No,Downtown
Medical Center,40.85550037,-73.84623528,Downtown Toronto,Yes,No,Downtown
Medical Center,40.766934,-73.987489,Downtown Toronto,Yes,No,Downtown
Medical Center,40.82921532,-74.10305964,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88375077,-74.05635524,Central Toronto,Yes,No,Downtown
Medical Center,40.88431303,-74.0562864,Central Toronto,Yes,No,Downtown
Medical Center,40.77846185,-73.96112694,Central Toronto,Yes,No,Downtown
Medical Center,40.63535651,-74.10638621,Downtown Toronto,Yes,No,Downtown
Medical Center,40.764265,-73.69023969,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74193376,-73.97469534,Downtown Toronto,Yes,No,Downtown
Medical Center,40.78514256,-74.17647257,Downtown Toronto,Yes,No,Downtown
Medical Center,40.72165222,-73.84907673,Downtown Toronto,Yes,No,Downtown
Medical Center,40.84053484,-73.94120693,Downtown Toronto,Yes,No,Downtown
Medical Center,40.96016012,-74.07124201,West Toronto,No,Yes,Suburbs
Medical Center,40.6680419,-73.97978783,West Toronto,No,Yes,Suburbs
Medical Center,40.85550037,-73.84623528,West Toronto,No,Yes,Suburbs
Medical Center,40.791283,-73.952088,West Toronto,No,Yes,Suburbs
Medical Center,40.71842561,-73.83689524,West Toronto,No,Yes,Suburbs
Medical Center,40.73019091,-73.84078352,West Toronto,No,Yes,Suburbs
Medical Center,40.73822538,-73.87930033,Downtown Toronto,Yes,No,Downtown
Medical Center,40.78453587,-73.95169622,East Toronto,No,Yes,Suburbs
Medical Center,40.75327623,-73.99476495,East Toronto,No,Yes,Suburbs
Medical Center,40.88822292,-73.91164355,East Toronto,No,Yes,Suburbs
Medical Center,40.64671746,-74.0211153,East Toronto,No,Yes,Suburbs
Medical Center,40.74307505,-74.00298847,East Toronto,No,Yes,Suburbs
Medical Center,40.97095548,-73.95854473,Central Toronto,Yes,No,Downtown
Medical Center,40.76466513,-73.9548111,Central Toronto,Yes,No,Downtown
Medical Center,40.63873748,-73.99900588,Central Toronto,Yes,No,Downtown
Medical Center,40.63535651,-74.10638621,Central Toronto,Yes,No,Downtown
Medical Center,40.95672908,-74.06300068,Central Toronto,Yes,No,Downtown
Medical Center,40.74193376,-73.97469534,Central Toronto,Yes,No,Downtown
Medical Center,40.74515894,-73.97890801,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88375077,-74.05635524,Downtown Toronto,Yes,No,Downtown
Medical Center,40.75126115,-73.979284,Downtown Toronto,Yes,No,Downtown
Medical Center,40.8408895,-73.94309165,Downtown Toronto,Yes,No,Downtown
Medical Center,40.84077614,-73.94296536,Downtown Toronto,Yes,No,Downtown
Medical Center,40.79161977,-73.70201055,Downtown Toronto,Yes,No,Downtown
Medical Center,40.70372953,-73.89569853,Downtown Toronto,Yes,No,Downtown
Medical Center,40.75438354,-73.70757389,Downtown Toronto,Yes,No,Downtown
Medical Center,40.85550037,-73.84623528,Downtown Toronto,Yes,No,Downtown
Medical Center,40.78514256,-74.17647257,Downtown Toronto,Yes,No,Downtown
Medical Center,40.85834038,-73.85546869,Downtown Toronto,Yes,No,Downtown
Medical Center,40.85550037,-73.84623528,Downtown Toronto,Yes,No,Downtown
Medical Center,40.76245411,-73.97216999,Central Toronto,Yes,No,Downtown
Medical Center,40.95672908,-74.06300068,Central Toronto,Yes,No,Downtown
Medical Center,40.95672908,-74.06300068,Central Toronto,Yes,No,Downtown
Medical Center,40.63535651,-74.10638621,Downtown Toronto,Yes,No,Downtown
Medical Center,40.79161977,-73.70201055,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74193376,-73.97469534,Downtown Toronto,Yes,No,Downtown
Medical Center,40.84053484,-73.94120693,Downtown Toronto,Yes,No,Downtown
Medical Center,40.63904062,-73.99794102,Downtown Toronto,Yes,No,Downtown
Medical Center,40.73063339,-73.8877814,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88375077,-74.05635524,West Toronto,No,Yes,Suburbs
Medical Center,40.63333198,-74.01200352,West Toronto,No,Yes,Suburbs
Medical Center,40.601654,-74.1629283,West Toronto,No,Yes,Suburbs
Medical Center,40.76245411,-73.97216999,West Toronto,No,Yes,Suburbs
Medical Center,40.96860099,-73.87743984,West Toronto,No,Yes,Suburbs
Medical Center,40.77846185,-73.96112694,West Toronto,No,Yes,Suburbs
Medical Center,40.741068,-73.999722,Downtown Toronto,Yes,No,Downtown
Medical Center,40.740074,-74.003247,East Toronto,No,Yes,Suburbs
Medical Center,40.734391,-73.98642693,East Toronto,No,Yes,Suburbs
Medical Center,40.69208706,-73.76851914,East Toronto,No,Yes,Suburbs
Medical Center,40.60829783,-73.96142541,East Toronto,No,Yes,Suburbs
Medical Center,40.74714761,-74.18843057,East Toronto,No,Yes,Suburbs
Medical Center,40.66794425,-74.11269665,Central Toronto,Yes,No,Downtown
Medical Center,40.829305,-74.10278433,Central Toronto,Yes,No,Downtown
Medical Center,40.82920593,-74.10307223,Central Toronto,Yes,No,Downtown
Medical Center,40.77741106,-73.7014818,Central Toronto,Yes,No,Downtown
Medical Center,40.63535651,-74.10638621,Central Toronto,Yes,No,Downtown
Medical Center,40.95672908,-74.06300068,Central Toronto,Yes,No,Downtown
Medical Center,40.58475655,-74.08510208,Downtown Toronto,Yes,No,Downtown
Medical Center,40.77846185,-73.96112694,Downtown Toronto,Yes,No,Downtown
Medical Center,40.73063339,-73.8877814,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88375077,-74.05635524,Downtown Toronto,Yes,No,Downtown
Medical Center,40.84053484,-73.94120693,Downtown Toronto,Yes,No,Downtown
Medical Center,40.82814758,-73.82364035,Downtown Toronto,Yes,No,Downtown
Medical Center,40.83530747,-73.84786606,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88822292,-73.91164355,Downtown Toronto,Yes,No,Downtown
Medical Center,40.7407155,-73.99223413,Downtown Toronto,Yes,No,Downtown
Medical Center,40.75450686,-73.70915294,Downtown Toronto,Yes,No,Downtown
Medical Center,40.60829783,-73.96142541,Downtown Toronto,Yes,No,Downtown
Medical Center,40.78875946,-73.95269499,Downtown Toronto,Yes,No,Downtown
Medical Center,40.710441,-74.0082,Central Toronto,Yes,No,Downtown
Medical Center,40.79867049,-74.00883022,Central Toronto,Yes,No,Downtown
Medical Center,40.8255151,-73.839721,Central Toronto,Yes,No,Downtown
Medical Center,40.75170898,-73.98031987,Downtown Toronto,Yes,No,Downtown
Medical Center,40.72993511,-73.97866122,Downtown Toronto,Yes,No,Downtown
Medical Center,40.80199,-73.9312,Downtown Toronto,Yes,No,Downtown
Medical Center,40.73904532,-73.98016491,Downtown Toronto,Yes,No,Downtown
Medical Center,40.73904532,-73.98016491,Downtown Toronto,Yes,No,Downtown
Medical Center,40.77741106,-73.7014818,Downtown Toronto,Yes,No,Downtown
Medical Center,40.66966022,-74.11314814,West Toronto,No,Yes,Suburbs
Medical Center,40.87857913,-74.04712737,West Toronto,No,Yes,Suburbs
Medical Center,40.73063339,-73.8877814,West Toronto,No,Yes,Suburbs
Medical Center,40.74193376,-73.97469534,West Toronto,No,Yes,Suburbs
Medical Center,40.706987,-73.752417,West Toronto,No,Yes,Suburbs
Medical Center,40.95420646,-74.0726876,West Toronto,No,Yes,Suburbs
Medical Center,40.78514256,-74.17647257,Downtown Toronto,Yes,No,Downtown
Medical Center,40.63842324,-73.99758268,East Toronto,No,Yes,Suburbs
Medical Center,40.85550037,-73.84623528,East Toronto,No,Yes,Suburbs
Medical Center,40.76974552,-73.98667308,East Toronto,No,Yes,Suburbs
Medical Center,40.8255151,-73.839721,East Toronto,No,Yes,Suburbs
Medical Center,40.73063339,-73.8877814,East Toronto,No,Yes,Suburbs
Medical Center,40.78514256,-74.17647257,Central Toronto,Yes,No,Downtown
Medical Center,40.76466513,-73.9548111,Central Toronto,Yes,No,Downtown
Medical Center,40.85834038,-73.85546869,Central Toronto,Yes,No,Downtown
Medical Center,40.85550037,-73.84623528,Central Toronto,Yes,No,Downtown
Medical Center,40.79439182,-73.9404683,Central Toronto,Yes,No,Downtown
Medical Center,40.74501204,-73.88533531,Central Toronto,Yes,No,Downtown
Medical Center,40.95672908,-74.06300068,Downtown Toronto,Yes,No,Downtown
Medical Center,40.63535651,-74.10638621,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74193376,-73.97469534,Downtown Toronto,Yes,No,Downtown
Medical Center,40.84053484,-73.94120693,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88955858,-73.97570547,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88955565,-73.9758547,Downtown Toronto,Yes,No,Downtown
Medical Center,40.634472,-74.023619,Downtown Toronto,Yes,No,Downtown
Medical Center,40.61362543,-74.01937132,Downtown Toronto,Yes,No,Downtown
Medical Center,40.76550639,-73.98018786,Downtown Toronto,Yes,No,Downtown
Medical Center,40.82702599,-74.18770607,Downtown Toronto,Yes,No,Downtown
Medical Center,40.73681963,-73.9932847,Downtown Toronto,Yes,No,Downtown
Medical Center,40.77364375,-73.96081924,Downtown Toronto,Yes,No,Downtown
Medical Center,40.665672,-74.11664,Central Toronto,Yes,No,Downtown
Medical Center,40.88822292,-73.91164355,Central Toronto,Yes,No,Downtown
Medical Center,40.93560243,-74.05174842,Central Toronto,Yes,No,Downtown
Medical Center,40.60829783,-73.96142541,Downtown Toronto,Yes,No,Downtown
Medical Center,40.97347337,-73.96264798,Downtown Toronto,Yes,No,Downtown
Medical Center,40.76466513,-73.9548111,Downtown Toronto,Yes,No,Downtown
Medical Center,40.67679807,-73.89837504,Downtown Toronto,Yes,No,Downtown
Medical Center,40.69014469,-73.99784666,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88095475,-73.87901322,Downtown Toronto,Yes,No,Downtown
Medical Center,40.85550037,-73.84623528,West Toronto,No,Yes,Suburbs
Medical Center,40.63535651,-74.10638621,West Toronto,No,Yes,Suburbs
Medical Center,40.88955858,-73.97570547,West Toronto,No,Yes,Suburbs
Medical Center,40.88955565,-73.9758547,West Toronto,No,Yes,Suburbs
Medical Center,40.74193376,-73.97469534,West Toronto,No,Yes,Suburbs
Medical Center,40.63333198,-74.01200352,West Toronto,No,Yes,Suburbs
Medical Center,40.72064784,-73.98714368,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74193376,-73.97469534,East Toronto,No,Yes,Suburbs
Medical Center,40.79161977,-73.70201055,East Toronto,No,Yes,Suburbs
Medical Center,40.77863935,-74.23833441,East Toronto,No,Yes,Suburbs
Medical Center,40.95976971,-74.02999791,East Toronto,No,Yes,Suburbs
Medical Center,40.95672908,-74.06300068,East Toronto,No,Yes,Suburbs
Medical Center,40.74078666,-74.19118881,Central Toronto,Yes,No,Downtown
Medical Center,40.88375077,-74.05635524,Central Toronto,Yes,No,Downtown
Medical Center,40.74528483,-73.99303757,Central Toronto,Yes,No,Downtown
Medical Center,40.79506452,-73.96915101,Central Toronto,Yes,No,Downtown
Medical Center,40.73063339,-73.8877814,Central Toronto,Yes,No,Downtown
Medical Center,40.88428122,-74.05822182,Central Toronto,Yes,No,Downtown
Medical Center,40.5858164,-73.96542026,Downtown Toronto,Yes,No,Downtown
Medical Center,40.829305,-74.10278433,Downtown Toronto,Yes,No,Downtown
Medical Center,40.82920593,-74.10307223,Downtown Toronto,Yes,No,Downtown
Medical Center,40.71034503,-74.00510252,Downtown Toronto,Yes,No,Downtown
Medical Center,40.73317743,-73.98324111,Downtown Toronto,Yes,No,Downtown
Medical Center,40.82921532,-74.10305964,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88375077,-74.05635524,Downtown Toronto,Yes,No,Downtown
Medical Center,40.85550037,-73.84623528,Downtown Toronto,Yes,No,Downtown
Medical Center,40.95672908,-74.06300068,Downtown Toronto,Yes,No,Downtown
Medical Center,40.63535651,-74.10638621,Downtown Toronto,Yes,No,Downtown
Medical Center,40.73063339,-73.8877814,Downtown Toronto,Yes,No,Downtown
Medical Center,40.84053484,-73.94120693,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74193376,-73.97469534,Central Toronto,Yes,No,Downtown
Medical Center,40.88375077,-74.05635524,Central Toronto,Yes,No,Downtown
Medical Center,40.8767255,-74.21616554,Central Toronto,Yes,No,Downtown
Medical Center,40.76809457,-73.98096266,Downtown Toronto,Yes,No,Downtown
Medical Center,40.72165222,-73.84907673,Downtown Toronto,Yes,No,Downtown
Medical Center,40.76245411,-73.97216999,Downtown Toronto,Yes,No,Downtown
Medical Center,40.60876619,-73.92484227,Downtown Toronto,Yes,No,Downtown
Medical Center,40.60829783,-73.96142541,Downtown Toronto,Yes,No,Downtown
Medical Center,40.60899213,-73.9545318,Downtown Toronto,Yes,No,Downtown
Medical Center,40.82589629,-74.15204031,West Toronto,No,Yes,Suburbs
Medical Center,40.66961286,-73.8947635,West Toronto,No,Yes,Suburbs
Medical Center,40.7790708,-74.08197558,West Toronto,No,Yes,Suburbs
Medical Center,40.88822292,-73.91164355,West Toronto,No,Yes,Suburbs
Medical Center,40.74714761,-74.18843057,West Toronto,No,Yes,Suburbs
Medical Center,40.5858164,-73.96542026,West Toronto,No,Yes,Suburbs
Medical Center,40.85834038,-73.85546869,Downtown Toronto,Yes,No,Downtown
Medical Center,40.79016356,-73.95232188,East Toronto,No,Yes,Suburbs
Medical Center,40.58475655,-74.08510208,East Toronto,No,Yes,Suburbs
Medical Center,40.95672908,-74.06300068,East Toronto,No,Yes,Suburbs
Medical Center,40.63535651,-74.10638621,East Toronto,No,Yes,Suburbs
Medical Center,40.88955858,-73.97570547,East Toronto,No,Yes,Suburbs
Medical Center,40.737768,-74.00184998,Central Toronto,Yes,No,Downtown
Medical Center,40.586289,-74.08754,Central Toronto,Yes,No,Downtown
Medical Center,40.88375077,-74.05635524,Central Toronto,Yes,No,Downtown
Medical Center,40.82691193,-74.18744659,Central Toronto,Yes,No,Downtown
Medical Center,40.7085842,-74.01130918,Central Toronto,Yes,No,Downtown
Medical Center,40.87974551,-73.9827705,Central Toronto,Yes,No,Downtown
Medical Center,40.81159244,-74.20363426,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74193376,-73.97469534,Downtown Toronto,Yes,No,Downtown
Medical Center,40.763787,-73.770905,Downtown Toronto,Yes,No,Downtown
Medical Center,40.77272173,-73.95383151,Downtown Toronto,Yes,No,Downtown
Medical Center,40.76546552,-73.81691322,Downtown Toronto,Yes,No,Downtown
Medical Center,40.73891698,-73.98766279,Downtown Toronto,Yes,No,Downtown
Medical Center,40.85834038,-73.85546869,Downtown Toronto,Yes,No,Downtown
Medical Center,40.6680419,-73.97978783,Downtown Toronto,Yes,No,Downtown
Medical Center,40.73280789,-73.98564579,Downtown Toronto,Yes,No,Downtown
Medical Center,40.77364375,-73.96081924,Downtown Toronto,Yes,No,Downtown
Medical Center,40.77696675,-73.70148182,Downtown Toronto,Yes,No,Downtown
Medical Center,40.79439182,-73.9404683,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88822292,-73.91164355,Central Toronto,Yes,No,Downtown
Medical Center,40.77364375,-73.96081924,Central Toronto,Yes,No,Downtown
Medical Center,40.77696675,-73.70148182,Central Toronto,Yes,No,Downtown
Medical Center,40.85568,-73.88718,Downtown Toronto,Yes,No,Downtown
Medical Center,40.82921532,-74.10305964,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88431303,-74.0562864,Downtown Toronto,Yes,No,Downtown
Medical Center,40.95672908,-74.06300068,Downtown Toronto,Yes,No,Downtown
Medical Center,40.8255151,-73.839721,Downtown Toronto,Yes,No,Downtown
Medical Center,40.82589629,-74.15204031,Downtown Toronto,Yes,No,Downtown
Medical Center,40.63535651,-74.10638621,West Toronto,No,Yes,Suburbs
Medical Center,40.95672908,-74.06300068,West Toronto,No,Yes,Suburbs
Medical Center,40.76974552,-73.98667308,West Toronto,No,Yes,Suburbs
Medical Center,40.84053484,-73.94120693,West Toronto,No,Yes,Suburbs
Medical Center,40.88375077,-74.05635524,West Toronto,No,Yes,Suburbs
Medical Center,40.88822292,-73.91164355,West Toronto,No,Yes,Suburbs
Medical Center,40.78885994,-73.95403862,Downtown Toronto,Yes,No,Downtown
Medical Center,40.77007744,-73.95927871,East Toronto,No,Yes,Suburbs
Medical Center,40.76307435,-73.9132511,East Toronto,No,Yes,Suburbs
Medical Center,40.74733338,-73.97501675,East Toronto,No,Yes,Suburbs
Medical Center,40.76398386,-73.9635319,East Toronto,No,Yes,Suburbs
Medical Center,40.714671,-74.008676,East Toronto,No,Yes,Suburbs
Medical Center,40.74307505,-74.00298847,Central Toronto,Yes,No,Downtown
Medical Center,40.84034628,-74.0480298,Central Toronto,Yes,No,Downtown
Medical Center,40.82409456,-73.98823983,Central Toronto,Yes,No,Downtown
Medical Center,40.77696675,-73.70148182,Central Toronto,Yes,No,Downtown
Medical Center,40.88375077,-74.05635524,Central Toronto,Yes,No,Downtown
Medical Center,40.88288995,-74.05656751,Central Toronto,Yes,No,Downtown
Medical Center,40.88375077,-74.05635524,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88431303,-74.0562864,Downtown Toronto,Yes,No,Downtown
Medical Center,40.66993795,-73.94413065,Downtown Toronto,Yes,No,Downtown
Medical Center,40.63535651,-74.10638621,Downtown Toronto,Yes,No,Downtown
Medical Center,40.95672908,-74.06300068,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74193376,-73.97469534,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88955858,-73.97570547,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88375077,-74.05635524,Downtown Toronto,Yes,No,Downtown
Medical Center,40.77846185,-73.96112694,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74193376,-73.97469534,Downtown Toronto,Yes,No,Downtown
Medical Center,40.70908991,-74.01031072,Downtown Toronto,Yes,No,Downtown
Medical Center,40.95672908,-74.06300068,Downtown Toronto,Yes,No,Downtown
Medical Center,40.665672,-74.11664,Central Toronto,Yes,No,Downtown
Medical Center,40.74813236,-73.98483084,Central Toronto,Yes,No,Downtown
Medical Center,40.60876619,-73.92484227,Central Toronto,Yes,No,Downtown
Medical Center,40.73319215,-73.98261554,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74307505,-74.00298847,Downtown Toronto,Yes,No,Downtown
Medical Center,40.77364375,-73.96081924,Downtown Toronto,Yes,No,Downtown
Medical Center,40.67642927,-73.89798582,Downtown Toronto,Yes,No,Downtown
Medical Center,40.67679807,-73.89837504,Downtown Toronto,Yes,No,Downtown
Medical Center,40.95672908,-74.06300068,Downtown Toronto,Yes,No,Downtown
Medical Center,40.63535651,-74.10638621,West Toronto,No,Yes,Suburbs
Medical Center,40.74193376,-73.97469534,West Toronto,No,Yes,Suburbs
Medical Center,40.73475567,-73.98944502,West Toronto,No,Yes,Suburbs
Medical Center,40.88375077,-74.05635524,West Toronto,No,Yes,Suburbs
Medical Center,40.85550037,-73.84623528,West Toronto,No,Yes,Suburbs
Medical Center,40.88955858,-73.97570547,West Toronto,No,Yes,Suburbs
Medical Center,40.88955565,-73.9758547,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88822292,-73.91164355,East Toronto,No,Yes,Suburbs
Medical Center,40.76530402,-73.98024526,East Toronto,No,Yes,Suburbs
Medical Center,40.81159244,-74.20363426,East Toronto,No,Yes,Suburbs
Medical Center,40.82814758,-73.82364035,East Toronto,No,Yes,Suburbs
Medical Center,40.66794425,-74.11269665,East Toronto,No,Yes,Suburbs
Medical Center,40.74193376,-73.97469534,Central Toronto,Yes,No,Downtown
Medical Center,40.80455254,-74.20737682,Central Toronto,Yes,No,Downtown
Medical Center,40.85550037,-73.84623528,Central Toronto,Yes,No,Downtown
Medical Center,40.70908991,-74.01031072,Central Toronto,Yes,No,Downtown
Medical Center,40.74307505,-74.00298847,Central Toronto,Yes,No,Downtown
Medical Center,40.71157472,-73.8571571,Central Toronto,Yes,No,Downtown
Medical Center,40.88955858,-73.97570547,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88955565,-73.9758547,Downtown Toronto,Yes,No,Downtown
Medical Center,40.73063339,-73.8877814,Downtown Toronto,Yes,No,Downtown
Medical Center,40.789686,-73.953899,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88375077,-74.05635524,Downtown Toronto,Yes,No,Downtown
Medical Center,40.60792532,-73.9641881,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74193376,-73.97469534,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88822292,-73.91164355,Downtown Toronto,Yes,No,Downtown
Medical Center,40.70000168,-73.81636133,Downtown Toronto,Yes,No,Downtown
Medical Center,40.97375208,-73.88172927,Downtown Toronto,Yes,No,Downtown
Medical Center,40.65480037,-73.88735075,Downtown Toronto,Yes,No,Downtown
Medical Center,40.65480037,-73.88735075,Downtown Toronto,Yes,No,Downtown
Medical Center,40.77846185,-73.96112694,Central Toronto,Yes,No,Downtown
Medical Center,40.95672908,-74.06300068,Central Toronto,Yes,No,Downtown
Medical Center,40.63535651,-74.10638621,Central Toronto,Yes,No,Downtown
Medical Center,40.88375077,-74.05635524,Downtown Toronto,Yes,No,Downtown
Medical Center,40.700264,-73.831132,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88747084,-74.05762553,Downtown Toronto,Yes,No,Downtown
Medical Center,40.90400959,-73.96841526,Downtown Toronto,Yes,No,Downtown
Medical Center,40.7563858,-73.98155975,Downtown Toronto,Yes,No,Downtown
Medical Center,40.77863935,-74.23833441,Downtown Toronto,Yes,No,Downtown
Medical Center,40.79846174,-73.70876929,West Toronto,No,Yes,Suburbs
Medical Center,40.60829783,-73.96142541,West Toronto,No,Yes,Suburbs
Medical Center,40.76466513,-73.9548111,West Toronto,No,Yes,Suburbs
Medical Center,40.78514256,-74.17647257,West Toronto,No,Yes,Suburbs
Medical Center,40.78865792,-73.95359617,West Toronto,No,Yes,Suburbs
Medical Center,40.60899213,-73.9545318,West Toronto,No,Yes,Suburbs
Medical Center,40.74193376,-73.97469534,Downtown Toronto,Yes,No,Downtown
Medical Center,40.723311,-74.000633,East Toronto,No,Yes,Suburbs
Medical Center,40.78355636,-74.17721096,East Toronto,No,Yes,Suburbs
Medical Center,40.85678702,-73.85614636,East Toronto,No,Yes,Suburbs
Medical Center,40.76530402,-73.98024526,East Toronto,No,Yes,Suburbs
Medical Center,40.74069395,-73.97583748,East Toronto,No,Yes,Suburbs
Medical Center,40.87857913,-74.04712737,Central Toronto,Yes,No,Downtown
Medical Center,40.71157472,-73.8571571,Central Toronto,Yes,No,Downtown
Medical Center,40.67020708,-73.99701455,Central Toronto,Yes,No,Downtown
Medical Center,40.87857913,-74.04712737,Central Toronto,Yes,No,Downtown
Medical Center,40.73319215,-73.98261554,Central Toronto,Yes,No,Downtown
Medical Center,40.73326935,-73.98280493,Central Toronto,Yes,No,Downtown
Medical Center,40.81714372,-73.92545654,Downtown Toronto,Yes,No,Downtown
Medical Center,40.80290956,-74.19539591,Downtown Toronto,Yes,No,Downtown
Medical Center,40.87021,-73.827829,Downtown Toronto,Yes,No,Downtown
Medical Center,40.85550037,-73.84623528,Downtown Toronto,Yes,No,Downtown
Medical Center,40.79439182,-73.9404683,Downtown Toronto,Yes,No,Downtown
Medical Center,40.90280945,-74.16599751,Downtown Toronto,Yes,No,Downtown
Medical Center,40.75560626,-73.70701066,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74193376,-73.97469534,Downtown Toronto,Yes,No,Downtown
Medical Center,40.64603282,-74.02045007,Downtown Toronto,Yes,No,Downtown
Medical Center,40.85550037,-73.84623528,Downtown Toronto,Yes,No,Downtown
Medical Center,40.77364375,-73.96081924,Downtown Toronto,Yes,No,Downtown
Medical Center,40.77846185,-73.96112694,Downtown Toronto,Yes,No,Downtown
Medical Center,40.63535651,-74.10638621,Central Toronto,Yes,No,Downtown
Medical Center,40.74193376,-73.97469534,Central Toronto,Yes,No,Downtown
Medical Center,40.74330251,-73.97384673,Central Toronto,Yes,No,Downtown
Medical Center,40.74733338,-73.97501675,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88375077,-74.05635524,Downtown Toronto,Yes,No,Downtown
Medical Center,40.634472,-74.023619,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88955858,-73.97570547,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88955565,-73.9758547,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74028288,-73.98855548,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88822292,-73.91164355,West Toronto,No,Yes,Suburbs
Medical Center,40.60829783,-73.96142541,West Toronto,No,Yes,Suburbs
Medical Center,40.74193376,-73.97469534,West Toronto,No,Yes,Suburbs
Medical Center,40.72165222,-73.84907673,West Toronto,No,Yes,Suburbs
Medical Center,40.77846185,-73.96112694,West Toronto,No,Yes,Suburbs
Medical Center,40.74193376,-73.97469534,West Toronto,No,Yes,Suburbs
Medical Center,40.700264,-73.831132,Downtown Toronto,Yes,No,Downtown
Medical Center,40.76466513,-73.9548111,East Toronto,No,Yes,Suburbs
Medical Center,40.79011182,-73.95293033,East Toronto,No,Yes,Suburbs
Medical Center,40.78514256,-74.17647257,East Toronto,No,Yes,Suburbs
Medical Center,40.82921532,-74.10305964,East Toronto,No,Yes,Suburbs
Medical Center,40.668254,-73.980249,East Toronto,No,Yes,Suburbs
Medical Center,40.88375077,-74.05635524,Central Toronto,Yes,No,Downtown
Medical Center,40.88431303,-74.0562864,Central Toronto,Yes,No,Downtown
Medical Center,40.95672908,-74.06300068,Central Toronto,Yes,No,Downtown
Medical Center,40.63535651,-74.10638621,Central Toronto,Yes,No,Downtown
Medical Center,40.76390128,-73.96339417,Central Toronto,Yes,No,Downtown
Medical Center,40.88955565,-73.9758547,Central Toronto,Yes,No,Downtown
Medical Center,40.73319215,-73.98261554,Downtown Toronto,Yes,No,Downtown
Medical Center,40.64603282,-74.02045007,Downtown Toronto,Yes,No,Downtown
Medical Center,40.84053484,-73.94120693,Downtown Toronto,Yes,No,Downtown
Medical Center,40.64549,-74.020427,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74330251,-73.97384673,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74193376,-73.97469534,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74733338,-73.97501675,Downtown Toronto,Yes,No,Downtown
Medical Center,40.601654,-74.1629283,Downtown Toronto,Yes,No,Downtown
Medical Center,40.95672908,-74.06300068,Downtown Toronto,Yes,No,Downtown
Medical Center,40.77846185,-73.96112694,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88955858,-73.97570547,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88955565,-73.9758547,Downtown Toronto,Yes,No,Downtown
Medical Center,40.95672908,-74.06300068,Central Toronto,Yes,No,Downtown
